order_id,user_id,age,city,order_time,day_type,cuisine,meal_type,restaurant_type,order_value,discount_applied,delivery_fee,time_taken_to_order,rating_given,is_repeat_order,mood,hunger_level,company,rainy_weather
47743,4085,34,Chandigarh,Evening,Weekend,Fast Food,Breakfast,Budget,897,Yes,27,12,2,Yes,Stressed,High,Alone,No
47744,2378,40,Bangalore,Morning,Weekday,Desserts,Breakfast,Budget,120,No,39,3,5,No,Happy,High,Family,No
47745,3233,23,Hyderabad,Morning,Weekend,Chinese,Dinner,Budget,669,No,42,7,2,Yes,Stressed,Medium,Family,No
47746,3937,28,Hyderabad,Night,Weekend,Fast Food,Dinner,Mid-range,219,No,79,6,4,Yes,Celebrating,Medium,Partner,No
47747,2189,36,Chandigarh,Afternoon,Weekday,Biryani,Lunch,Budget,174,Yes,36,2,5,Yes,Lazy,Medium,Friends,No
47748,3037,34,Pune,Afternoon,Weekend,Biryani,Lunch,Budget,105,No,78,13,2,No,Happy,Low,Alone,No
47749,4541,29,Delhi,Evening,Weekend,South Indian,Lunch,Premium,157,Yes,71,11,2,Yes,Happy,Medium,Alone,No
47750,2597,40,Mumbai,Afternoon,Weekend,North Indian,Lunch,Budget,854,No,60,4,4,No,Stressed,Medium,Friends,Yes
47751,2321,41,Hyderabad,Evening,Weekday,North Indian,Breakfast,Budget,406,No,50,9,5,Yes,Stressed,High,Friends,Yes
47752,4017,39,Pune,Morning,Weekend,Fast Food,Breakfast,Budget,578,No,22,13,5,No,Celebrating,Low,Partner,Yes
47753,3696,22,Mumbai,Morning,Weekday,Fast Food,Dinner,Premium,228,No,31,14,3,No,Celebrating,Medium,Friends,No
47754,3882,29,Mumbai,Morning,Weekday,Chinese,Dinner,Premium,679,Yes,38,3,2,No,Stressed,High,Alone,Yes
47755,2918,39,Hyderabad,Evening,Weekday,Chinese,Dinner,Mid-range,246,No,70,10,4,No,Celebrating,High,Friends,Yes
47756,1620,30,Pune,Morning,Weekday,Chinese,Lunch,Mid-range,704,No,42,3,2,No,Happy,High,Partner,No
47757,4624,43,Bangalore,Evening,Weekend,Desserts,Snacks,Budget,617,Yes,65,7,5,No,Stressed,Medium,Alone,Yes
47758,3856,18,Chandigarh,Afternoon,Weekday,North Indian,Dinner,Mid-range,616,No,33,5,1,No,Lazy,Low,Family,No
47759,2704,24,Bangalore,Afternoon,Weekday,Biryani,Breakfast,Mid-range,997,No,34,8,5,No,Lazy,High,Friends,No
47760,3884,37,Mumbai,Evening,Weekend,North Indian,Breakfast,Budget,303,Yes,36,14,5,No,Happy,High,Family,Yes
47761,3601,31,Delhi,Evening,Weekend,South Indian,Breakfast,Premium,875,Yes,97,7,3,Yes,Stressed,High,Friends,Yes
47762,3339,28,Mumbai,Night,Weekend,Fast Food,Breakfast,Mid-range,356,No,32,11,5,Yes,Celebrating,High,Alone,No
47763,3338,35,Pune,Afternoon,Weekday,Chinese,Dinner,Mid-range,111,Yes,81,2,5,No,Stressed,High,Friends,Yes
47764,3532,39,Delhi,Evening,Weekday,Chinese,Lunch,Budget,819,No,71,5,3,No,Lazy,Low,Alone,No
47765,1148,38,Delhi,Evening,Weekday,Biryani,Dinner,Premium,514,Yes,80,7,1,No,Happy,High,Alone,Yes
47766,1338,41,Bangalore,Evening,Weekend,Biryani,Dinner,Mid-range,720,No,43,12,3,No,Stressed,Low,Alone,Yes
47767,4882,20,Pune,Afternoon,Weekday,North Indian,Breakfast,Premium,381,No,82,10,4,Yes,Happy,Medium,Friends,Yes
47768,2696,40,Bangalore,Night,Weekday,Biryani,Snacks,Premium,479,Yes,44,7,1,Yes,Stressed,Low,Alone,Yes
47769,3079,35,Bangalore,Morning,Weekday,South Indian,Dinner,Premium,325,No,74,11,2,No,Happy,Low,Partner,No
47770,4375,38,Chandigarh,Night,Weekend,Biryani,Breakfast,Premium,341,No,62,13,5,No,Celebrating,Low,Friends,Yes
47771,2755,38,Bangalore,Night,Weekend,Biryani,Lunch,Mid-range,209,No,23,9,3,Yes,Lazy,High,Family,Yes
47772,3299,20,Pune,Night,Weekend,Biryani,Dinner,Budget,626,Yes,60,12,2,Yes,Lazy,High,Alone,No
47773,2976,36,Mumbai,Night,Weekend,North Indian,Snacks,Budget,359,Yes,30,5,4,No,Celebrating,Low,Partner,Yes
47774,1260,36,Bangalore,Night,Weekday,Fast Food,Dinner,Budget,413,Yes,73,6,5,No,Happy,Low,Alone,Yes
47775,2976,27,Delhi,Night,Weekday,Biryani,Dinner,Premium,228,No,88,4,5,Yes,Lazy,High,Alone,No
47776,3179,25,Hyderabad,Night,Weekday,North Indian,Dinner,Premium,368,No,42,14,4,Yes,Stressed,High,Alone,Yes
47777,3016,35,Chandigarh,Morning,Weekday,North Indian,Dinner,Premium,575,Yes,25,1,2,No,Happy,Medium,Friends,Yes
47778,1280,31,Pune,Evening,Weekday,North Indian,Dinner,Premium,303,No,30,12,3,No,Celebrating,High,Alone,No
47779,3804,39,Chandigarh,Afternoon,Weekday,Fast Food,Lunch,Mid-range,991,Yes,24,7,4,Yes,Lazy,Medium,Friends,No
47780,2284,19,Chandigarh,Afternoon,Weekend,Desserts,Breakfast,Budget,401,No,95,2,3,No,Stressed,Medium,Family,No
47781,1686,41,Mumbai,Morning,Weekend,South Indian,Breakfast,Budget,844,No,84,4,1,Yes,Happy,High,Friends,Yes
47782,1996,21,Mumbai,Afternoon,Weekday,North Indian,Snacks,Budget,763,Yes,69,12,1,Yes,Celebrating,Low,Partner,No
47783,4147,34,Hyderabad,Evening,Weekday,Fast Food,Lunch,Mid-range,377,No,93,8,5,No,Happy,Medium,Partner,Yes
47784,2177,24,Mumbai,Morning,Weekend,Fast Food,Lunch,Mid-range,753,No,44,4,2,No,Stressed,Low,Family,Yes
47785,1197,38,Chandigarh,Evening,Weekend,South Indian,Breakfast,Mid-range,256,No,91,10,3,No,Happy,High,Family,No
47786,4723,40,Delhi,Night,Weekday,North Indian,Snacks,Premium,790,No,33,10,3,No,Lazy,High,Alone,No
47787,4408,37,Bangalore,Evening,Weekday,Chinese,Breakfast,Budget,316,No,37,4,5,No,Lazy,High,Alone,Yes
47788,1775,43,Hyderabad,Afternoon,Weekday,Chinese,Breakfast,Budget,362,Yes,81,5,4,Yes,Lazy,Low,Partner,No
47789,1806,32,Delhi,Night,Weekend,Biryani,Breakfast,Mid-range,183,Yes,44,12,4,Yes,Celebrating,High,Family,Yes
47790,2965,39,Mumbai,Morning,Weekday,Desserts,Dinner,Premium,683,Yes,34,4,5,No,Celebrating,High,Partner,Yes
47791,1780,37,Chandigarh,Afternoon,Weekend,South Indian,Lunch,Mid-range,264,Yes,31,4,1,Yes,Happy,Medium,Partner,No
47792,1682,23,Pune,Morning,Weekend,Biryani,Snacks,Premium,409,Yes,69,10,3,No,Celebrating,Low,Friends,Yes
47793,2866,22,Hyderabad,Night,Weekday,Fast Food,Lunch,Premium,667,No,26,11,3,Yes,Happy,Low,Partner,No
47794,4465,41,Pune,Morning,Weekend,North Indian,Dinner,Mid-range,410,Yes,67,2,3,Yes,Happy,Medium,Partner,No
47795,2504,27,Delhi,Evening,Weekday,Fast Food,Snacks,Premium,989,Yes,73,5,2,No,Lazy,High,Family,No
47796,3064,24,Pune,Morning,Weekday,Fast Food,Breakfast,Premium,380,Yes,30,7,4,Yes,Celebrating,High,Partner,Yes
47797,1715,27,Delhi,Afternoon,Weekday,Desserts,Breakfast,Mid-range,314,Yes,43,12,1,Yes,Lazy,Low,Partner,No
47798,1352,22,Hyderabad,Evening,Weekend,Chinese,Dinner,Mid-range,904,Yes,62,11,5,No,Lazy,Low,Alone,No
47799,2557,41,Delhi,Morning,Weekday,Desserts,Breakfast,Mid-range,303,No,54,8,1,No,Lazy,High,Partner,Yes
47800,2652,41,Hyderabad,Evening,Weekend,North Indian,Lunch,Budget,949,Yes,75,11,3,No,Happy,High,Alone,Yes
47801,2051,39,Delhi,Night,Weekend,North Indian,Breakfast,Budget,697,Yes,53,9,5,Yes,Happy,Low,Partner,No
47802,2213,38,Chandigarh,Evening,Weekend,Biryani,Dinner,Premium,731,No,75,3,1,Yes,Happy,High,Family,Yes
47803,4091,21,Delhi,Morning,Weekday,South Indian,Breakfast,Budget,605,Yes,77,14,2,No,Happy,High,Partner,No
47804,1970,27,Mumbai,Evening,Weekend,Desserts,Dinner,Premium,877,No,57,10,3,No,Happy,High,Friends,No
47805,3691,27,Mumbai,Afternoon,Weekend,North Indian,Lunch,Budget,708,Yes,78,5,2,No,Happy,Low,Friends,No
47806,1437,42,Bangalore,Morning,Weekday,Desserts,Breakfast,Mid-range,429,Yes,47,3,3,No,Happy,High,Partner,Yes
47807,3788,36,Bangalore,Afternoon,Weekend,South Indian,Snacks,Premium,838,No,50,8,2,No,Stressed,Medium,Friends,No
47808,1892,20,Mumbai,Morning,Weekend,South Indian,Lunch,Premium,820,Yes,49,9,1,No,Happy,Low,Family,Yes
47809,3828,33,Mumbai,Morning,Weekend,Desserts,Snacks,Budget,185,No,69,11,2,No,Happy,Medium,Friends,Yes
47810,4658,18,Hyderabad,Evening,Weekday,Chinese,Dinner,Premium,618,Yes,74,12,5,Yes,Celebrating,Low,Friends,Yes
47811,1938,36,Chandigarh,Afternoon,Weekend,Chinese,Lunch,Budget,223,Yes,97,14,4,No,Happy,Medium,Family,No
47812,2210,18,Delhi,Evening,Weekday,Chinese,Breakfast,Budget,308,No,36,14,2,No,Lazy,High,Friends,No
47813,1135,29,Delhi,Evening,Weekend,South Indian,Dinner,Premium,347,Yes,54,10,2,Yes,Stressed,Low,Friends,No
47814,2294,29,Bangalore,Afternoon,Weekday,Chinese,Lunch,Premium,143,Yes,80,4,2,No,Celebrating,Low,Alone,No
47815,4935,35,Chandigarh,Night,Weekend,Desserts,Snacks,Premium,349,Yes,74,3,4,Yes,Celebrating,High,Alone,Yes
47816,2661,39,Pune,Afternoon,Weekend,Chinese,Snacks,Mid-range,595,Yes,91,8,2,Yes,Lazy,High,Alone,Yes
47817,1855,18,Chandigarh,Night,Weekend,Biryani,Dinner,Premium,363,No,36,7,2,Yes,Lazy,Medium,Family,Yes
47818,1317,23,Mumbai,Afternoon,Weekday,Chinese,Breakfast,Mid-range,431,Yes,55,2,3,No,Celebrating,Low,Friends,No
47819,2296,30,Delhi,Night,Weekend,South Indian,Dinner,Premium,319,No,91,3,3,No,Celebrating,Low,Friends,Yes
47820,3393,19,Pune,Evening,Weekday,Desserts,Lunch,Mid-range,932,Yes,25,9,1,Yes,Stressed,Medium,Partner,No
47821,4510,21,Pune,Morning,Weekend,Biryani,Breakfast,Premium,758,Yes,82,11,1,No,Lazy,High,Partner,No
47822,1531,35,Bangalore,Afternoon,Weekend,South Indian,Lunch,Premium,165,Yes,48,8,2,No,Lazy,High,Friends,No
47823,2652,39,Chandigarh,Morning,Weekend,Chinese,Lunch,Budget,211,No,71,6,5,No,Happy,Medium,Family,No
47824,3973,44,Pune,Night,Weekend,Biryani,Snacks,Budget,392,No,90,13,4,Yes,Celebrating,Low,Friends,Yes
47825,1972,40,Mumbai,Morning,Weekend,Biryani,Dinner,Premium,144,No,94,9,1,No,Lazy,Low,Friends,Yes
47826,1215,30,Delhi,Evening,Weekday,South Indian,Breakfast,Mid-range,698,Yes,63,3,5,Yes,Stressed,Low,Alone,Yes
47827,3049,38,Mumbai,Evening,Weekend,Desserts,Lunch,Mid-range,728,No,83,7,2,Yes,Lazy,High,Alone,Yes
47828,3512,40,Mumbai,Night,Weekday,Desserts,Snacks,Budget,809,No,63,3,3,No,Celebrating,Medium,Friends,No
47829,4940,44,Hyderabad,Afternoon,Weekend,Chinese,Breakfast,Premium,891,No,87,6,4,No,Stressed,Low,Friends,No
47830,2414,20,Mumbai,Morning,Weekday,Fast Food,Snacks,Mid-range,595,No,83,2,3,Yes,Happy,High,Partner,No
47831,1740,37,Mumbai,Evening,Weekend,Desserts,Snacks,Mid-range,294,Yes,51,4,5,Yes,Celebrating,Medium,Partner,Yes
47832,4923,43,Pune,Morning,Weekday,Desserts,Breakfast,Premium,835,No,80,4,3,No,Stressed,Low,Family,No
47833,4175,18,Bangalore,Morning,Weekend,North Indian,Dinner,Budget,356,Yes,84,11,5,Yes,Stressed,Low,Family,Yes
47834,4744,43,Hyderabad,Morning,Weekend,Chinese,Lunch,Premium,814,No,28,3,2,Yes,Celebrating,Low,Alone,No
47835,4016,26,Bangalore,Morning,Weekday,Desserts,Dinner,Premium,409,No,20,9,4,Yes,Celebrating,Low,Friends,Yes
47836,3397,40,Chandigarh,Evening,Weekend,South Indian,Breakfast,Premium,588,No,57,11,3,Yes,Lazy,Medium,Family,No
47837,3328,25,Mumbai,Night,Weekend,Fast Food,Dinner,Budget,202,No,55,2,5,No,Happy,Medium,Alone,Yes
47838,1356,18,Delhi,Morning,Weekday,Biryani,Lunch,Mid-range,844,No,52,1,3,Yes,Celebrating,Low,Partner,Yes
47839,1733,41,Pune,Afternoon,Weekend,North Indian,Snacks,Premium,952,No,81,12,5,Yes,Happy,Low,Friends,No
47840,1498,19,Bangalore,Afternoon,Weekday,South Indian,Dinner,Mid-range,723,Yes,34,1,2,Yes,Celebrating,Low,Partner,No
47841,4939,30,Chandigarh,Morning,Weekend,North Indian,Breakfast,Mid-range,875,Yes,90,2,3,No,Lazy,Medium,Family,No
47842,4125,27,Chandigarh,Evening,Weekday,Fast Food,Lunch,Mid-range,635,No,35,2,4,No,Celebrating,High,Alone,Yes
47843,1679,27,Pune,Night,Weekend,Fast Food,Dinner,Premium,169,No,98,14,3,No,Stressed,Medium,Friends,Yes
47844,2571,41,Delhi,Night,Weekday,North Indian,Lunch,Budget,506,No,48,4,5,Yes,Lazy,Medium,Friends,No
47845,2092,37,Pune,Afternoon,Weekday,Biryani,Lunch,Budget,423,No,40,10,4,Yes,Lazy,Low,Alone,Yes
47846,4288,30,Hyderabad,Evening,Weekend,Chinese,Dinner,Premium,678,No,61,11,5,No,Stressed,High,Friends,No
47847,2231,36,Bangalore,Evening,Weekend,Chinese,Lunch,Premium,365,No,24,7,5,No,Celebrating,High,Partner,Yes
47848,4399,18,Chandigarh,Afternoon,Weekday,Fast Food,Breakfast,Mid-range,308,Yes,60,1,3,No,Lazy,High,Alone,Yes
47849,1649,41,Delhi,Evening,Weekday,Chinese,Dinner,Budget,909,No,41,5,2,No,Lazy,Medium,Alone,No
47850,2762,40,Pune,Night,Weekend,North Indian,Breakfast,Budget,767,Yes,81,2,1,Yes,Happy,High,Friends,Yes
47851,2510,29,Delhi,Evening,Weekday,North Indian,Snacks,Budget,164,No,68,13,3,Yes,Celebrating,Low,Friends,No
47852,4302,26,Hyderabad,Morning,Weekday,South Indian,Dinner,Mid-range,546,Yes,32,8,4,No,Lazy,Low,Partner,Yes
47853,2863,32,Chandigarh,Morning,Weekday,Chinese,Breakfast,Premium,156,Yes,43,8,3,No,Lazy,Medium,Alone,Yes
47854,2711,18,Hyderabad,Night,Weekday,Biryani,Lunch,Mid-range,568,Yes,86,13,2,Yes,Happy,Medium,Friends,Yes
47855,2886,19,Bangalore,Afternoon,Weekday,Chinese,Dinner,Mid-range,811,No,34,11,5,No,Stressed,Medium,Family,Yes
47856,3447,34,Bangalore,Morning,Weekend,Desserts,Dinner,Budget,540,Yes,74,3,5,No,Happy,Low,Friends,No
47857,2618,31,Bangalore,Evening,Weekend,Desserts,Dinner,Premium,652,No,95,4,2,No,Lazy,Low,Family,Yes
47858,1868,35,Chandigarh,Night,Weekday,Desserts,Lunch,Budget,302,Yes,78,6,5,Yes,Celebrating,Medium,Friends,Yes
47859,3631,41,Hyderabad,Night,Weekday,South Indian,Snacks,Premium,867,Yes,98,13,4,No,Stressed,Medium,Family,No
47860,3452,18,Mumbai,Night,Weekend,South Indian,Dinner,Premium,818,Yes,96,6,5,Yes,Lazy,Medium,Partner,Yes
47861,1387,38,Pune,Night,Weekday,Chinese,Snacks,Budget,595,No,48,2,3,Yes,Celebrating,Medium,Friends,Yes
47862,1747,20,Hyderabad,Night,Weekday,Biryani,Dinner,Premium,581,Yes,95,10,1,No,Celebrating,Medium,Friends,No
47863,3181,24,Pune,Evening,Weekday,North Indian,Breakfast,Budget,341,Yes,72,5,5,No,Lazy,Medium,Family,No
47864,1208,31,Chandigarh,Afternoon,Weekend,Desserts,Dinner,Mid-range,983,No,59,11,5,Yes,Stressed,High,Friends,Yes
47865,4550,19,Bangalore,Night,Weekday,North Indian,Breakfast,Premium,120,Yes,65,9,2,Yes,Lazy,High,Partner,No
47866,2126,29,Hyderabad,Morning,Weekend,North Indian,Lunch,Premium,348,Yes,65,11,5,Yes,Lazy,Medium,Alone,No
47867,3027,38,Pune,Afternoon,Weekend,Chinese,Breakfast,Budget,875,Yes,60,2,4,No,Lazy,High,Partner,Yes
47868,2159,29,Pune,Afternoon,Weekday,South Indian,Lunch,Budget,233,No,69,4,5,Yes,Happy,High,Alone,Yes
47869,2074,24,Bangalore,Morning,Weekend,Chinese,Lunch,Mid-range,789,No,49,9,1,Yes,Lazy,Medium,Partner,Yes
47870,4771,37,Delhi,Morning,Weekend,North Indian,Lunch,Premium,579,Yes,62,7,4,No,Lazy,Low,Alone,No
47871,3282,42,Pune,Night,Weekday,North Indian,Breakfast,Budget,976,No,68,12,1,No,Stressed,Low,Family,Yes
47872,2684,26,Bangalore,Morning,Weekend,Chinese,Dinner,Budget,952,Yes,63,13,5,No,Happy,Low,Friends,Yes
47873,2242,32,Hyderabad,Night,Weekday,Fast Food,Snacks,Premium,678,Yes,65,12,5,Yes,Stressed,Low,Family,Yes
47874,4350,31,Bangalore,Evening,Weekend,Fast Food,Dinner,Budget,156,Yes,72,4,5,No,Celebrating,Medium,Partner,Yes
47875,1284,28,Chandigarh,Evening,Weekend,North Indian,Snacks,Budget,542,No,60,12,2,Yes,Celebrating,Medium,Friends,No
47876,1532,39,Mumbai,Afternoon,Weekday,North Indian,Lunch,Budget,258,Yes,64,14,3,No,Celebrating,High,Partner,No
47877,2247,19,Delhi,Night,Weekday,Biryani,Breakfast,Budget,171,No,68,8,1,Yes,Celebrating,High,Friends,Yes
47878,1020,23,Hyderabad,Afternoon,Weekday,North Indian,Breakfast,Budget,791,No,82,13,4,Yes,Lazy,High,Alone,No
47879,3062,42,Bangalore,Evening,Weekday,South Indian,Breakfast,Mid-range,358,No,82,11,2,Yes,Happy,High,Alone,Yes
47880,2026,41,Delhi,Night,Weekday,Fast Food,Dinner,Premium,260,No,37,2,1,Yes,Celebrating,Low,Alone,No
47881,3591,41,Mumbai,Evening,Weekend,Chinese,Snacks,Mid-range,725,No,91,3,4,No,Happy,High,Partner,No
47882,1541,33,Pune,Night,Weekend,Desserts,Dinner,Budget,281,Yes,27,4,5,No,Happy,High,Partner,No
47883,2134,21,Delhi,Evening,Weekday,Desserts,Breakfast,Budget,650,Yes,29,12,3,Yes,Lazy,Low,Alone,No
47884,4829,41,Pune,Evening,Weekend,Chinese,Dinner,Mid-range,318,Yes,56,6,5,Yes,Lazy,Medium,Family,Yes
47885,3515,33,Chandigarh,Afternoon,Weekend,Fast Food,Breakfast,Budget,529,Yes,30,10,5,Yes,Celebrating,High,Family,Yes
47886,3149,20,Mumbai,Evening,Weekday,North Indian,Breakfast,Mid-range,663,Yes,28,4,2,No,Celebrating,Low,Friends,Yes
47887,3736,24,Mumbai,Afternoon,Weekday,North Indian,Breakfast,Budget,681,No,93,10,3,Yes,Lazy,High,Family,No
47888,1804,18,Pune,Morning,Weekend,Desserts,Snacks,Premium,250,No,82,12,1,Yes,Happy,High,Friends,No
47889,2287,40,Bangalore,Afternoon,Weekend,North Indian,Breakfast,Budget,714,No,63,4,2,No,Happy,Medium,Family,No
47890,2742,36,Delhi,Afternoon,Weekend,South Indian,Breakfast,Premium,640,Yes,70,2,1,No,Stressed,High,Friends,No
47891,4000,18,Hyderabad,Night,Weekend,Desserts,Snacks,Mid-range,278,Yes,67,8,2,Yes,Lazy,Low,Partner,No
47892,2043,31,Delhi,Night,Weekend,Desserts,Snacks,Mid-range,134,Yes,39,11,4,Yes,Celebrating,Low,Family,Yes
47893,1669,22,Delhi,Evening,Weekend,Biryani,Snacks,Premium,851,No,72,8,2,No,Happy,Low,Alone,Yes
47894,4872,43,Mumbai,Night,Weekend,Fast Food,Lunch,Budget,520,Yes,27,9,1,Yes,Happy,Medium,Friends,Yes
47895,2315,37,Hyderabad,Afternoon,Weekend,Desserts,Snacks,Mid-range,805,No,51,6,1,No,Lazy,Low,Alone,No
47896,3646,18,Chandigarh,Morning,Weekday,North Indian,Dinner,Budget,380,Yes,31,14,4,Yes,Celebrating,Medium,Partner,No
47897,2531,43,Hyderabad,Night,Weekend,South Indian,Dinner,Premium,588,Yes,78,11,3,No,Stressed,Low,Family,Yes
47898,3632,34,Chandigarh,Night,Weekday,South Indian,Breakfast,Mid-range,212,No,83,14,1,No,Lazy,High,Alone,Yes
47899,3363,37,Delhi,Evening,Weekday,Fast Food,Breakfast,Mid-range,827,Yes,71,8,5,No,Lazy,Low,Friends,Yes
47900,4164,22,Bangalore,Afternoon,Weekday,Fast Food,Lunch,Mid-range,142,Yes,71,9,2,No,Stressed,High,Partner,Yes
47901,2666,20,Mumbai,Night,Weekday,Fast Food,Breakfast,Mid-range,223,No,88,2,4,No,Stressed,Low,Partner,No
47902,4178,22,Chandigarh,Morning,Weekday,Chinese,Dinner,Mid-range,394,No,21,7,4,Yes,Stressed,Medium,Partner,Yes
47903,4118,31,Hyderabad,Night,Weekday,Biryani,Snacks,Premium,270,No,35,3,4,Yes,Stressed,Medium,Partner,Yes
47904,3065,25,Delhi,Night,Weekend,Desserts,Breakfast,Mid-range,387,No,49,8,4,Yes,Celebrating,Medium,Friends,No
47905,1350,19,Bangalore,Afternoon,Weekend,Biryani,Dinner,Budget,726,No,33,12,5,No,Happy,Medium,Partner,Yes
47906,3596,28,Hyderabad,Evening,Weekend,Chinese,Lunch,Mid-range,973,Yes,70,13,2,Yes,Stressed,Low,Alone,No
47907,2042,27,Chandigarh,Evening,Weekend,Fast Food,Lunch,Budget,197,No,48,3,2,No,Celebrating,Low,Partner,Yes
47908,1601,35,Mumbai,Morning,Weekend,Chinese,Breakfast,Mid-range,212,No,26,10,3,Yes,Lazy,Medium,Friends,No
47909,4862,21,Mumbai,Evening,Weekend,Chinese,Dinner,Premium,478,No,50,11,4,No,Lazy,High,Family,Yes
47910,1701,44,Hyderabad,Evening,Weekday,Chinese,Dinner,Budget,783,Yes,34,14,2,Yes,Stressed,Medium,Family,No
47911,4638,20,Pune,Evening,Weekend,Fast Food,Lunch,Mid-range,800,Yes,75,8,5,Yes,Stressed,Low,Friends,Yes
47912,3934,32,Mumbai,Morning,Weekday,Biryani,Breakfast,Mid-range,393,No,49,6,3,Yes,Stressed,Low,Alone,Yes
47913,2796,25,Hyderabad,Night,Weekday,Desserts,Lunch,Premium,670,Yes,87,1,4,No,Lazy,Medium,Friends,Yes
47914,3504,24,Chandigarh,Morning,Weekend,North Indian,Lunch,Premium,151,No,72,7,1,Yes,Lazy,Medium,Friends,Yes
47915,1996,41,Hyderabad,Night,Weekday,North Indian,Breakfast,Budget,169,Yes,75,10,3,Yes,Stressed,Medium,Family,No
47916,4181,26,Pune,Morning,Weekday,Chinese,Lunch,Premium,921,Yes,27,7,4,Yes,Stressed,Medium,Friends,Yes
47917,1721,38,Pune,Night,Weekday,North Indian,Dinner,Mid-range,709,No,55,1,5,Yes,Lazy,High,Alone,No
47918,3618,23,Hyderabad,Night,Weekend,Biryani,Lunch,Budget,305,No,23,12,4,Yes,Stressed,High,Alone,No
47919,1944,44,Mumbai,Night,Weekend,Chinese,Lunch,Premium,703,No,90,14,3,No,Happy,Medium,Partner,No
47920,4463,38,Bangalore,Night,Weekday,South Indian,Breakfast,Premium,778,No,92,4,5,Yes,Celebrating,Medium,Family,No
47921,3303,38,Delhi,Afternoon,Weekday,Fast Food,Lunch,Premium,825,No,47,2,5,Yes,Stressed,Low,Friends,No
47922,4072,19,Hyderabad,Morning,Weekend,North Indian,Snacks,Budget,646,No,89,6,5,Yes,Lazy,Low,Alone,Yes
47923,2269,24,Mumbai,Night,Weekend,Chinese,Lunch,Budget,977,No,22,1,1,No,Celebrating,Low,Alone,No
47924,1440,37,Bangalore,Morning,Weekday,South Indian,Dinner,Premium,997,Yes,42,11,2,Yes,Lazy,High,Friends,No
47925,2730,44,Hyderabad,Morning,Weekday,Desserts,Dinner,Budget,813,Yes,28,9,5,No,Stressed,Medium,Family,No
47926,1509,44,Hyderabad,Afternoon,Weekday,Desserts,Breakfast,Budget,715,Yes,55,5,5,No,Lazy,Low,Partner,No
47927,2656,39,Hyderabad,Night,Weekend,Chinese,Breakfast,Mid-range,875,Yes,27,13,2,Yes,Stressed,Medium,Family,No
47928,4953,19,Mumbai,Afternoon,Weekend,South Indian,Dinner,Mid-range,584,No,59,11,5,No,Happy,Low,Friends,No
47929,1418,42,Bangalore,Afternoon,Weekend,Desserts,Dinner,Budget,923,No,83,11,2,Yes,Lazy,Medium,Friends,Yes
47930,4703,41,Mumbai,Evening,Weekend,Fast Food,Dinner,Mid-range,699,Yes,96,14,5,Yes,Lazy,Low,Partner,No
47931,1388,19,Chandigarh,Afternoon,Weekday,Chinese,Dinner,Premium,581,Yes,95,7,5,Yes,Stressed,Low,Alone,No
47932,2864,29,Hyderabad,Night,Weekend,Chinese,Breakfast,Mid-range,358,No,97,5,3,No,Stressed,High,Partner,Yes
47933,1445,39,Mumbai,Evening,Weekend,Fast Food,Dinner,Budget,209,No,69,5,5,No,Happy,High,Partner,Yes
47934,3987,19,Hyderabad,Morning,Weekday,South Indian,Breakfast,Premium,251,No,49,4,2,No,Lazy,High,Alone,Yes
47935,2702,43,Mumbai,Morning,Weekend,South Indian,Snacks,Mid-range,820,No,56,1,5,No,Stressed,High,Family,No
47936,3532,42,Pune,Morning,Weekend,North Indian,Breakfast,Premium,523,No,94,2,4,Yes,Happy,High,Friends,No
47937,3642,19,Chandigarh,Night,Weekend,South Indian,Lunch,Premium,810,Yes,71,7,2,Yes,Lazy,High,Partner,No
47938,4336,34,Pune,Morning,Weekday,Desserts,Lunch,Mid-range,514,Yes,33,8,5,No,Celebrating,Medium,Family,Yes
47939,3287,27,Mumbai,Morning,Weekday,Desserts,Lunch,Premium,978,No,46,10,2,No,Lazy,Medium,Alone,Yes
47940,2172,44,Chandigarh,Night,Weekday,South Indian,Snacks,Mid-range,665,Yes,34,12,3,Yes,Lazy,Low,Family,No
47941,1955,18,Bangalore,Evening,Weekday,South Indian,Breakfast,Budget,277,Yes,27,7,4,No,Lazy,Medium,Friends,Yes
47942,4060,44,Mumbai,Evening,Weekday,Fast Food,Breakfast,Mid-range,321,No,69,2,4,No,Celebrating,Low,Partner,Yes
47943,1799,30,Bangalore,Afternoon,Weekday,Fast Food,Breakfast,Budget,324,Yes,34,5,5,No,Stressed,High,Partner,Yes
47944,3059,23,Pune,Night,Weekday,North Indian,Dinner,Premium,257,No,65,12,5,Yes,Stressed,Low,Friends,No
47945,2134,28,Delhi,Night,Weekday,South Indian,Snacks,Premium,191,Yes,31,4,2,Yes,Stressed,High,Family,No
47946,2646,21,Bangalore,Night,Weekend,Desserts,Snacks,Mid-range,975,No,45,5,5,No,Happy,Medium,Alone,No
47947,1763,27,Bangalore,Afternoon,Weekend,Fast Food,Breakfast,Mid-range,760,Yes,52,11,3,Yes,Lazy,Medium,Partner,No
47948,3252,27,Mumbai,Evening,Weekday,Biryani,Snacks,Premium,177,Yes,30,11,4,Yes,Celebrating,High,Alone,No
47949,3623,18,Delhi,Afternoon,Weekend,North Indian,Lunch,Mid-range,304,Yes,96,7,2,Yes,Happy,High,Partner,Yes
47950,4366,35,Chandigarh,Night,Weekend,Desserts,Lunch,Premium,298,Yes,24,9,3,Yes,Lazy,Low,Partner,Yes
